drug_name,adverse_event,case_count,quarter,total_drug_reports,total_event_reports,total_database_reports
METFORMIN,CARDIAC FAILURE CONGESTIVE,11,2025q2,32819,4938,12399810
METFORMIN,CARDIAC FLUTTER,5,2025q2,32819,634,12399810
METFORMIN,CARDIAC MURMUR,35,2025q2,32819,3646,12399810
METFORMIN,CARDIAC OPERATION,3,2025q2,32819,526,12399810
METFORMIN,CARDIAC PACEMAKER INSERTION,3,2025q2,32819,462,12399810
METFORMIN,CARDIAC SEPTAL DEFECT,1,2025q2,32819,378,12399810
METFORMIN,CARDIAC TAMPONADE,6,2025q2,32819,386,12399810
METFORMIN,CARDIAC VALVE DISEASE,2,2025q2,32819,491,12399810
METFORMIN,CARDIAC VENTRICULAR THROMBOSIS,3,2025q2,32819,376,12399810
METFORMIN,CARDIO-RESPIRATORY ARREST,16,2025q2,32819,5167,12399810
METFORMIN,CARDIOACTIVE DRUG LEVEL INCREASED,1,2025q2,32819,97,12399810
METFORMIN,CARDIOGENIC SHOCK,8,2025q2,32819,4445,12399810
METFORMIN,CARDIOMEGALY,10,2025q2,32819,1546,12399810
METFORMIN,CARDIOMYOPATHY,1,2025q2,32819,1267,12399810
METFORMIN,CARDIOPULMONARY FAILURE,1,2025q2,32819,137,12399810
METFORMIN,CARDIOTOXICITY,3,2025q2,32819,510,12399810
METFORMIN,CARDIOVASCULAR DISORDER,1,2025q2,32819,1239,12399810
METFORMIN,CARDIOVASCULAR INSUFFICIENCY,9,2025q2,32819,461,12399810
METFORMIN,CARDIOVERSION,1,2025q2,32819,107,12399810
METFORMIN,CAROTID ARTERIOSCLEROSIS,10,2025q2,32819,318,12399810
METFORMIN,CAROTID ARTERY DISEASE,2,2025q2,32819,45,12399810
METFORMIN,CAROTID ARTERY STENOSIS,10,2025q2,32819,589,12399810
METFORMIN,CAROTID ARTERY THROMBOSIS,22,2025q2,32819,1518,12399810
METFORMIN,CARPAL TUNNEL DECOMPRESSION,1,2025q2,32819,63,12399810
METFORMIN,CARPAL TUNNEL SYNDROME,11,2025q2,32819,2030,12399810
METFORMIN,CARTILAGE ATROPHY,1,2025q2,32819,53,12399810
METFORMIN,CARTILAGE INJURY,2,2025q2,32819,517,12399810
METFORMIN,CATARACT,66,2025q2,32819,9925,12399810
METFORMIN,CATARACT NUCLEAR,1,2025q2,32819,114,12399810
METFORMIN,CATARACT OPERATION,5,2025q2,32819,451,12399810
METFORMIN,CATARRH,32,2025q2,32819,2396,12399810
METFORMIN,CATATONIA,2,2025q2,32819,259,12399810
METFORMIN,CATHETER SITE BRUISE,1,2025q2,32819,139,12399810
METFORMIN,CATHETER SITE CELLULITIS,1,2025q2,32819,48,12399810
METFORMIN,CATHETER SITE DISCHARGE,1,2025q2,32819,405,12399810
METFORMIN,CATHETER SITE ERYTHEMA,1,2025q2,32819,366,12399810
METFORMIN,CATHETER SITE HAEMORRHAGE,1,2025q2,32819,568,12399810
METFORMIN,CATHETER SITE INFECTION,5,2025q2,32819,715,12399810
METFORMIN,CATHETER SITE INJURY,1,2025q2,32819,56,12399810
METFORMIN,CATHETER SITE IRRITATION,1,2025q2,32819,148,12399810
METFORMIN,CATHETER SITE NECROSIS,1,2025q2,32819,14,12399810
METFORMIN,CATHETER SITE PHLEBITIS,1,2025q2,32819,14,12399810
METFORMIN,CATHETER SITE RELATED REACTION,1,2025q2,32819,56,12399810
METFORMIN,CATHETERISATION CARDIAC,1,2025q2,32819,572,12399810
METFORMIN,CAUDA EQUINA SYNDROME,6,2025q2,32819,144,12399810
METFORMIN,CD4 LYMPHOCYTES DECREASED,1,2025q2,32819,142,12399810
METFORMIN,CD4/CD8 RATIO DECREASED,1,2025q2,32819,52,12399810
METFORMIN,CD8 LYMPHOCYTES INCREASED,1,2025q2,32819,58,12399810
METFORMIN,CELLULITIS,38,2025q2,32819,7915,12399810
METFORMIN,CELLULITIS ORBITAL,1,2025q2,32819,94,12399810
METFORMIN,CENTRAL OBESITY,1,2025q2,32819,99,12399810
METFORMIN,CENTRAL VENOUS CATHETERISATION,2,2025q2,32819,474,12399810
METFORMIN,CEREBELLAR ATAXIA,1,2025q2,32819,26,12399810
METFORMIN,CEREBELLAR INFARCTION,2,2025q2,32819,143,12399810
METFORMIN,CEREBRAL CYST,1,2025q2,32819,36,12399810
METFORMIN,CEREBRAL DISORDER,5,2025q2,32819,864,12399810
METFORMIN,CEREBRAL HAEMORRHAGE,7,2025q2,32819,1814,12399810
METFORMIN,CEREBRAL INFARCTION,5,2025q2,32819,1849,12399810
METFORMIN,CEREBRAL ISCHAEMIA,2,2025q2,32819,302,12399810
METFORMIN,CEREBRAL TOXOPLASMOSIS,1,2025q2,32819,217,12399810
METFORMIN,CEREBRAL VENTRICLE DILATATION,1,2025q2,32819,74,12399810
METFORMIN,CEREBROVASCULAR ACCIDENT,90,2025q2,32819,11675,12399810
METFORMIN,CEREBROVASCULAR STENOSIS,1,2025q2,32819,50,12399810
METFORMIN,CERVICAL RADICULOPATHY,1,2025q2,32819,295,12399810
METFORMIN,CERVICAL SPINAL STENOSIS,1,2025q2,32819,141,12399810
METFORMIN,CERVICAL VERTEBRAL FRACTURE,2,2025q2,32819,755,12399810
METFORMIN,CERVIX CARCINOMA,1,2025q2,32819,132,12399810
METFORMIN,CERVIX CARCINOMA STAGE III,1,2025q2,32819,14,12399810
METFORMIN,CERVIX SCARRING,1,2025q2,32819,7,12399810
METFORMIN,CHANGE OF BOWEL HABIT,2,2025q2,32819,209,12399810
METFORMIN,CHAPPED LIPS,1,2025q2,32819,273,12399810
METFORMIN,CHEST DISCOMFORT,62,2025q2,32819,15198,12399810
METFORMIN,CHEST PAIN,63,2025q2,32819,39500,12399810
METFORMIN,CHEST TUBE INSERTION,1,2025q2,32819,32,12399810
METFORMIN,CHEST WALL HAEMATOMA,1,2025q2,32819,51,12399810
METFORMIN,CHEST X-RAY ABNORMAL,6,2025q2,32819,335,12399810
METFORMIN,CHILLS,45,2025q2,32819,15027,12399810
METFORMIN,CHOKING,3,2025q2,32819,1691,12399810
METFORMIN,CHOKING SENSATION,1,2025q2,32819,678,12399810
METFORMIN,CHOLANGIOCARCINOMA,1,2025q2,32819,133,12399810
METFORMIN,CHOLANGITIS,1,2025q2,32819,683,12399810
METFORMIN,CHOLANGITIS ACUTE,1,2025q2,32819,92,12399810
METFORMIN,CHOLECYSTECTOMY,10,2025q2,32819,1094,12399810
METFORMIN,CHOLECYSTITIS,21,2025q2,32819,1438,12399810
METFORMIN,CHOLECYSTITIS ACUTE,6,2025q2,32819,554,12399810
METFORMIN,CHOLECYSTITIS CHRONIC,2,2025q2,32819,294,12399810
METFORMIN,CHOLECYSTITIS INFECTIVE,1,2025q2,32819,533,12399810
METFORMIN,CHOLELITHIASIS,38,2025q2,32819,3842,12399810
METFORMIN,CHOLESTASIS,10,2025q2,32819,1632,12399810
METFORMIN,CHOLESTATIC LIVER INJURY,1,2025q2,32819,498,12399810
METFORMIN,CHORIORETINITIS,1,2025q2,32819,106,12399810
METFORMIN,CHROMATURIA,4,2025q2,32819,1869,12399810
METFORMIN,CHRONIC FATIGUE SYNDROME,1,2025q2,32819,194,12399810
METFORMIN,CHRONIC GASTRITIS,2,2025q2,32819,589,12399810
METFORMIN,CHRONIC INFLAMMATORY DEMYELINATING POLYRADICULONEUROPATHY,1,2025q2,32819,190,12399810
METFORMIN,CHRONIC KIDNEY DISEASE,27,2025q2,32819,5127,12399810
METFORMIN,CHRONIC LEFT VENTRICULAR FAILURE,1,2025q2,32819,151,12399810
METFORMIN,CHRONIC LYMPHOCYTIC LEUKAEMIA,2,2025q2,32819,411,12399810
METFORMIN,CHRONIC MYELOID LEUKAEMIA,1,2025q2,32819,200,12399810
METFORMIN,CHRONIC OBSTRUCTIVE PULMONARY DISEASE,12,2025q2,32819,9516,12399810
METFORMIN,CHRONIC PIGMENTED PURPURA,1,2025q2,32819,13,12399810
METFORMIN,CHRONIC RESPIRATORY FAILURE,1,2025q2,32819,201,12399810
METFORMIN,CHRONIC SINUSITIS,3,2025q2,32819,4895,12399810
METFORMIN,CHRONIC SPONTANEOUS URTICARIA,2,2025q2,32819,357,12399810
METFORMIN,CIRCADIAN RHYTHM SLEEP DISORDER,1,2025q2,32819,287,12399810
METFORMIN,CIRCULATORY COLLAPSE,9,2025q2,32819,829,12399810
METFORMIN,CIRCUMORAL OEDEMA,1,2025q2,32819,21,12399810
METFORMIN,CLEFT LIP AND PALATE,2,2025q2,32819,61,12399810
METFORMIN,CLOSTRIDIUM COLITIS,1,2025q2,32819,73,12399810
METFORMIN,CLOSTRIDIUM DIFFICILE COLITIS,18,2025q2,32819,2053,12399810
METFORMIN,CLOSTRIDIUM DIFFICILE INFECTION,9,2025q2,32819,3511,12399810
METFORMIN,CLOSTRIDIUM TEST POSITIVE,5,2025q2,32819,796,12399810
METFORMIN,CLUMSINESS,3,2025q2,32819,300,12399810
METFORMIN,COAGULOPATHY,6,2025q2,32819,1098,12399810
METFORMIN,COCCYDYNIA,2,2025q2,32819,456,12399810
METFORMIN,COGNITIVE DISORDER,18,2025q2,32819,5094,12399810
METFORMIN,COLD SWEAT,12,2025q2,32819,1157,12399810
METFORMIN,COLD-STIMULUS HEADACHE,1,2025q2,32819,57,12399810
METFORMIN,COLECTOMY TOTAL,1,2025q2,32819,40,12399810
METFORMIN,COLITIS,17,2025q2,32819,8358,12399810
METFORMIN,COLITIS ISCHAEMIC,2,2025q2,32819,609,12399810
METFORMIN,COLITIS MICROSCOPIC,1,2025q2,32819,744,12399810
METFORMIN,COLITIS ULCERATIVE,61,2025q2,32819,20627,12399810
METFORMIN,COLLATERAL CIRCULATION,1,2025q2,32819,9,12399810
METFORMIN,COLON CANCER,4,2025q2,32819,854,12399810
METFORMIN,COLON NEOPLASM,1,2025q2,32819,311,12399810
METFORMIN,COLONOSCOPY,1,2025q2,32819,278,12399810
METFORMIN,COLORECTAL ADENOMA,2,2025q2,32819,280,12399810
METFORMIN,COLORECTAL CANCER,2,2025q2,32819,160,12399810
METFORMIN,COLOSTOMY,1,2025q2,32819,166,12399810
METFORMIN,COLOSTOMY CLOSURE,2,2025q2,32819,50,12399810
METFORMIN,COMA,16,2025q2,32819,6392,12399810
METFORMIN,COMA SCALE ABNORMAL,3,2025q2,32819,558,12399810
METFORMIN,COMMUNICATION DISORDER,2,2025q2,32819,495,12399810
METFORMIN,COMPARTMENT SYNDROME,2,2025q2,32819,128,12399810
METFORMIN,COMPLETED SUICIDE,37,2025q2,32819,2638,12399810
METFORMIN,COMPLEX REGIONAL PAIN SYNDROME,1,2025q2,32819,509,12399810
METFORMIN,COMPLICATION ASSOCIATED WITH DEVICE,3,2025q2,32819,1754,12399810
METFORMIN,COMPLICATION OF DEVICE REMOVAL,8,2025q2,32819,591,12399810
METFORMIN,COMPLICATIONS OF TRANSPLANTED KIDNEY,3,2025q2,32819,221,12399810
METFORMIN,CONCOMITANT DISEASE AGGRAVATED,5,2025q2,32819,1117,12399810
METFORMIN,CONCUSSION,3,2025q2,32819,1822,12399810
METFORMIN,CONDITION AGGRAVATED,261,2025q2,32819,80275,12399810
METFORMIN,CONFUSIONAL STATE,114,2025q2,32819,52431,12399810
METFORMIN,CONGENITAL ANOMALY,2,2025q2,32819,3098,12399810
METFORMIN,CONGESTIVE HEPATOPATHY,2,2025q2,32819,157,12399810
METFORMIN,CONJUNCTIVITIS,7,2025q2,32819,3033,12399810
METFORMIN,CONJUNCTIVITIS ALLERGIC,20,2025q2,32819,2357,12399810
METFORMIN,CONSTIPATION,214,2025q2,32819,38870,12399810
METFORMIN,CONTRAINDICATED PRODUCT ADMINISTERED,33,2025q2,32819,34049,12399810
METFORMIN,CONTRAST MEDIA ALLERGY,2,2025q2,32819,439,12399810
METFORMIN,CONTRAST MEDIA REACTION,2,2025q2,32819,190,12399810
METFORMIN,CONTUSION,49,2025q2,32819,36480,12399810
METFORMIN,CONVERSION DISORDER,1,2025q2,32819,118,12399810
METFORMIN,COORDINATION ABNORMAL,21,2025q2,32819,2290,12399810
METFORMIN,CORNEAL ABRASION,1,2025q2,32819,310,12399810
METFORMIN,CORONARY ARTERIAL STENT INSERTION,1,2025q2,32819,182,12399810
METFORMIN,CORONARY ARTERY BYPASS,1,2025q2,32819,145,12399810
METFORMIN,CORONARY ARTERY DISEASE,19,2025q2,32819,3920,12399810
METFORMIN,CORONARY ARTERY OCCLUSION,7,2025q2,32819,851,12399810
METFORMIN,CORONARY ARTERY STENOSIS,10,2025q2,32819,730,12399810
METFORMIN,CORONARY ARTERY THROMBOSIS,1,2025q2,32819,91,12399810
METFORMIN,CORONAVIRUS INFECTION,2,2025q2,32819,1047,12399810
METFORMIN,CORONAVIRUS TEST POSITIVE,1,2025q2,32819,123,12399810
METFORMIN,CORRECTIVE LENS USER,1,2025q2,32819,25,12399810
METFORMIN,COUGH,173,2025q2,32819,51833,12399810
METFORMIN,COVID-19,212,2025q2,32819,53785,12399810
METFORMIN,COVID-19 PNEUMONIA,21,2025q2,32819,4274,12399810
METFORMIN,CRANIOCEREBRAL INJURY,1,2025q2,32819,484,12399810
METFORMIN,CRANIOFACIAL FRACTURE,2,2025q2,32819,678,12399810
METFORMIN,CREATININE RENAL CLEARANCE INCREASED,1,2025q2,32819,377,12399810
METFORMIN,CREPITATIONS,2,2025q2,32819,576,12399810
METFORMIN,CROHN'S DISEASE,22,2025q2,32819,18823,12399810
METFORMIN,CROUP INFECTIOUS,2,2025q2,32819,226,12399810
METFORMIN,CRYING,6,2025q2,32819,2488,12399810
METFORMIN,CRYSTAL NEPHROPATHY,1,2025q2,32819,84,12399810
METFORMIN,CSF TEST ABNORMAL,2,2025q2,32819,96,12399810
METFORMIN,CULTURE POSITIVE,1,2025q2,32819,31,12399810
METFORMIN,CUSHING'S SYNDROME,6,2025q2,32819,900,12399810
METFORMIN,CUSHINGOID,1,2025q2,32819,843,12399810
METFORMIN,CUTANEOUS SYMPTOM,1,2025q2,32819,102,12399810
METFORMIN,CUTANEOUS VASCULITIS,3,2025q2,32819,511,12399810
METFORMIN,CYANOSIS,2,2025q2,32819,1183,12399810
METFORMIN,CYST,15,2025q2,32819,1581,12399810
METFORMIN,CYSTITIS,43,2025q2,32819,7688,12399810
METFORMIN,CYSTITIS NONINFECTIVE,3,2025q2,32819,681,12399810
METFORMIN,CYSTOCELE,3,2025q2,32819,307,12399810
METFORMIN,CYSTOPROSTATECTOMY,1,2025q2,32819,9,12399810
METFORMIN,CYTOKINE RELEASE SYNDROME,7,2025q2,32819,6455,12399810
METFORMIN,CYTOMEGALOVIRUS INFECTION,2,2025q2,32819,3448,12399810
METFORMIN,CYTOPENIA,5,2025q2,32819,2117,12399810
METFORMIN,DARK CIRCLES UNDER EYES,2,2025q2,32819,109,12399810
METFORMIN,DAWN PHENOMENON,1,2025q2,32819,14,12399810
METFORMIN,DAYDREAMING,1,2025q2,32819,101,12399810
METFORMIN,DEAFNESS,18,2025q2,32819,3176,12399810
METFORMIN,DEAFNESS BILATERAL,1,2025q2,32819,176,12399810
METFORMIN,DEAFNESS NEUROSENSORY,5,2025q2,32819,950,12399810
METFORMIN,DEAFNESS PERMANENT,1,2025q2,32819,552,12399810
METFORMIN,DEAFNESS UNILATERAL,1,2025q2,32819,497,12399810
METFORMIN,DEATH,133,2025q2,32819,45502,12399810
METFORMIN,DEATH NEONATAL,2,2025q2,32819,115,12399810
METFORMIN,DECREASED ACTIVITY,6,2025q2,32819,1156,12399810
METFORMIN,DECREASED APPETITE,199,2025q2,32819,56230,12399810
METFORMIN,DECREASED IMMUNE RESPONSIVENESS,10,2025q2,32819,3390,12399810
METFORMIN,DECREASED INTEREST,7,2025q2,32819,916,12399810
METFORMIN,DECREASED VIBRATORY SENSE,1,2025q2,32819,39,12399810
METFORMIN,DECUBITUS ULCER,4,2025q2,32819,925,12399810
METFORMIN,DEEP BRAIN STIMULATION,3,2025q2,32819,179,12399810
METFORMIN,DEEP VEIN THROMBOSIS,44,2025q2,32819,6257,12399810
METFORMIN,DEFAECATION URGENCY,18,2025q2,32819,2450,12399810
METFORMIN,DEFORMITY,1,2025q2,32819,489,12399810
METFORMIN,DEGENERATIVE BONE DISEASE,1,2025q2,32819,77,12399810
METFORMIN,DEHYDRATION,146,2025q2,32819,15550,12399810
METFORMIN,DELAYED RECOVERY FROM ANAESTHESIA,1,2025q2,32819,130,12399810
METFORMIN,DELIRIUM,14,2025q2,32819,18087,12399810
METFORMIN,DELUSION,3,2025q2,32819,1623,12399810
METFORMIN,DEMENTIA,12,2025q2,32819,2762,12399810
METFORMIN,DEMENTIA ALZHEIMER'S TYPE,1,2025q2,32819,748,12399810
METFORMIN,DEMENTIA WITH LEWY BODIES,1,2025q2,32819,141,12399810
METFORMIN,DEMYELINATION,1,2025q2,32819,465,12399810
METFORMIN,DENGUE FEVER,2,2025q2,32819,326,12399810
METFORMIN,DENTAL CARE,1,2025q2,32819,189,12399810
METFORMIN,DENTAL CARIES,6,2025q2,32819,1369,12399810
METFORMIN,DENTAL DISCOMFORT,1,2025q2,32819,230,12399810
METFORMIN,DENTAL IMPLANTATION,1,2025q2,32819,202,12399810
METFORMIN,DENTAL OPERATION,1,2025q2,32819,316,12399810
METFORMIN,DENTAL PARAESTHESIA,1,2025q2,32819,61,12399810
METFORMIN,DEPERSONALISATION/DEREALISATION DISORDER,3,2025q2,32819,397,12399810
METFORMIN,DEPRESCRIBING ERROR,1,2025q2,32819,1,12399810
METFORMIN,DEPRESSED LEVEL OF CONSCIOUSNESS,5,2025q2,32819,2894,12399810
METFORMIN,DEPRESSED MOOD,34,2025q2,32819,6301,12399810
METFORMIN,DEPRESSION,143,2025q2,32819,46238,12399810
METFORMIN,DEPRESSION SUICIDAL,4,2025q2,32819,526,12399810
METFORMIN,DEPRESSIVE SYMPTOM,7,2025q2,32819,1032,12399810
METFORMIN,DEREALISATION,1,2025q2,32819,327,12399810
METFORMIN,DERMAL CYST,1,2025q2,32819,353,12399810
METFORMIN,DERMATITIS,9,2025q2,32819,2281,12399810
METFORMIN,DERMATITIS ALLERGIC,2,2025q2,32819,1479,12399810
METFORMIN,DERMATITIS ATOPIC,14,2025q2,32819,9396,12399810
METFORMIN,DERMATITIS BULLOUS,3,2025q2,32819,454,12399810
METFORMIN,DERMATITIS CONTACT,6,2025q2,32819,4703,12399810
METFORMIN,DERMATITIS EXFOLIATIVE,1,2025q2,32819,148,12399810
METFORMIN,DERMATITIS HERPETIFORMIS,1,2025q2,32819,10,12399810
METFORMIN,DEVICE AUDIO ISSUE,1,2025q2,32819,33,12399810
METFORMIN,DEVICE BREAKAGE,12,2025q2,32819,3193,12399810
METFORMIN,DEVICE DEFECTIVE,3,2025q2,32819,1858,12399810
METFORMIN,DEVICE DELIVERY SYSTEM ISSUE,20,2025q2,32819,3283,12399810
METFORMIN,DEVICE DEPOSIT ISSUE,5,2025q2,32819,700,12399810
METFORMIN,DEVICE DIFFICULT TO USE,4,2025q2,32819,3053,12399810
METFORMIN,DEVICE DISLOCATION,6,2025q2,32819,2389,12399810
METFORMIN,DEVICE EXPULSION,2,2025q2,32819,614,12399810
METFORMIN,DEVICE INFORMATION OUTPUT ISSUE,1,2025q2,32819,994,12399810
METFORMIN,DEVICE INFUSION ISSUE,3,2025q2,32819,1829,12399810
METFORMIN,DEVICE ISSUE,29,2025q2,32819,6575,12399810
METFORMIN,DEVICE LEAKAGE,5,2025q2,32819,4361,12399810
METFORMIN,DEVICE MALFUNCTION,9,2025q2,32819,3868,12399810
METFORMIN,DEVICE MECHANICAL ISSUE,3,2025q2,32819,1610,12399810
METFORMIN,DEVICE OCCLUSION,7,2025q2,32819,2445,12399810
METFORMIN,DEVICE OPERATIONAL ISSUE,4,2025q2,32819,451,12399810
METFORMIN,DEVICE PHYSICAL PROPERTY ISSUE,4,2025q2,32819,1045,12399810
METFORMIN,DEVICE POWER SOURCE ISSUE,1,2025q2,32819,636,12399810
METFORMIN,DEVICE RELATED INFECTION,5,2025q2,32819,2075,12399810
METFORMIN,DEVICE RELATED THROMBOSIS,1,2025q2,32819,246,12399810
METFORMIN,DEVICE SAFETY FEATURE ISSUE,1,2025q2,32819,177,12399810
METFORMIN,DEVICE USE ERROR,2,2025q2,32819,1721,12399810
METFORMIN,DEVICE USE ISSUE,1,2025q2,32819,1104,12399810
METFORMIN,DIABETES MELLITUS,90,2025q2,32819,9979,12399810
METFORMIN,DIABETES MELLITUS INADEQUATE CONTROL,30,2025q2,32819,1499,12399810
METFORMIN,DIABETIC COMA,5,2025q2,32819,79,12399810
METFORMIN,DIABETIC COMPLICATION,4,2025q2,32819,71,12399810
METFORMIN,DIABETIC EYE DISEASE,1,2025q2,32819,112,12399810
METFORMIN,DIABETIC FOOT,3,2025q2,32819,172,12399810
METFORMIN,DIABETIC KETOACIDOSIS,56,2025q2,32819,1576,12399810
METFORMIN,DIABETIC KETOSIS,1,2025q2,32819,49,12399810
METFORMIN,DIABETIC METABOLIC DECOMPENSATION,8,2025q2,32819,123,12399810
METFORMIN,DIABETIC NEPHROPATHY,6,2025q2,32819,125,12399810
METFORMIN,DIABETIC NEUROPATHY,7,2025q2,32819,296,12399810
METFORMIN,DIABETIC OPHTHALMOPLEGIA,1,2025q2,32819,28,12399810
METFORMIN,DIABETIC RETINOPATHY,4,2025q2,32819,199,12399810
METFORMIN,DIALYSIS,1,2025q2,32819,547,12399810
METFORMIN,DIARRHOEA,504,2025q2,32819,111065,12399810
METFORMIN,DIARRHOEA HAEMORRHAGIC,4,2025q2,32819,677,12399810
METFORMIN,DIARRHOEA INFECTIOUS,2,2025q2,32819,153,12399810
METFORMIN,DIASTOLIC DYSFUNCTION,9,2025q2,32819,953,12399810
METFORMIN,DIFFERENTIAL WHITE BLOOD CELL COUNT ABNORMAL,2,2025q2,32819,80,12399810
METFORMIN,DIFFUSE IDIOPATHIC SKELETAL HYPEROSTOSIS,1,2025q2,32819,17,12399810
METFORMIN,DIGESTIVE ENZYME DECREASED,1,2025q2,32819,7,12399810
METFORMIN,DIPLOPIA,6,2025q2,32819,4453,12399810
METFORMIN,DISABILITY,5,2025q2,32819,8793,12399810
METFORMIN,DISABILITY ASSESSMENT SCALE SCORE INCREASED,2,2025q2,32819,267,12399810
METFORMIN,DISCHARGE,3,2025q2,32819,451,12399810
METFORMIN,DISCOMFORT,40,2025q2,32819,35030,12399810
METFORMIN,DISCOURAGEMENT,3,2025q2,32819,990,12399810
METFORMIN,DISEASE COMPLICATION,2,2025q2,32819,187,12399810
METFORMIN,DISEASE PROGRESSION,23,2025q2,32819,13172,12399810
METFORMIN,DISEASE RECURRENCE,14,2025q2,32819,5064,12399810
METFORMIN,DISORIENTATION,17,2025q2,32819,3294,12399810
METFORMIN,DISSEMINATED INTRAVASCULAR COAGULATION,1,2025q2,32819,1219,12399810
METFORMIN,DISSEMINATED VARICELLA ZOSTER VIRUS INFECTION,1,2025q2,32819,84,12399810
METFORMIN,DISSOCIATION,1,2025q2,32819,711,12399810
METFORMIN,DISTRIBUTIVE SHOCK,19,2025q2,32819,505,12399810
METFORMIN,DISTURBANCE IN ATTENTION,12,2025q2,32819,5190,12399810
METFORMIN,DISTURBANCE IN SOCIAL BEHAVIOUR,1,2025q2,32819,86,12399810
METFORMIN,DIVERTICULAR PERFORATION,1,2025q2,32819,130,12399810
METFORMIN,DIVERTICULECTOMY,1,2025q2,32819,2,12399810
METFORMIN,DIVERTICULITIS,23,2025q2,32819,5202,12399810
METFORMIN,DIVERTICULUM INTESTINAL,7,2025q2,32819,1213,12399810
METFORMIN,DIZZINESS,210,2025q2,32819,76943,12399810
METFORMIN,DIZZINESS EXERTIONAL,1,2025q2,32819,181,12399810
METFORMIN,DIZZINESS POSTURAL,8,2025q2,32819,1716,12399810
METFORMIN,DRAINAGE,1,2025q2,32819,103,12399810
METFORMIN,DRESSLER'S SYNDROME,1,2025q2,32819,10,12399810
METFORMIN,DROOLING,3,2025q2,32819,739,12399810
METFORMIN,DRUG ABUSE,5,2025q2,32819,6253,12399810
METFORMIN,DRUG ABUSER,1,2025q2,32819,27,12399810
METFORMIN,DRUG DELIVERY SYSTEM ISSUE,2,2025q2,32819,187,12399810
METFORMIN,DRUG DEPENDENCE,11,2025q2,32819,3371,12399810
METFORMIN,DRUG DISPENSED TO WRONG PATIENT,1,2025q2,32819,53,12399810
METFORMIN,DRUG DOSE OMISSION BY DEVICE,38,2025q2,32819,8047,12399810
METFORMIN,DRUG EFFECT LESS THAN EXPECTED,15,2025q2,32819,3141,12399810
METFORMIN,DRUG EFFECTIVE FOR UNAPPROVED INDICATION,4,2025q2,32819,4609,12399810
METFORMIN,DRUG ERUPTION,18,2025q2,32819,3273,12399810
METFORMIN,DRUG HYPERSENSITIVITY,64,2025q2,32819,60812,12399810
METFORMIN,DRUG INEFFECTIVE,358,2025q2,32819,135830,12399810
METFORMIN,DRUG INEFFECTIVE FOR UNAPPROVED INDICATION,9,2025q2,32819,10221,12399810
METFORMIN,DRUG INTERACTION,102,2025q2,32819,17865,12399810
METFORMIN,DRUG INTOLERANCE,44,2025q2,32819,50635,12399810
METFORMIN,DRUG LEVEL ABNORMAL,2,2025q2,32819,51,12399810
METFORMIN,DRUG LEVEL ABOVE THERAPEUTIC,14,2025q2,32819,875,12399810
METFORMIN,DRUG LEVEL BELOW THERAPEUTIC,10,2025q2,32819,931,12399810
METFORMIN,DRUG LEVEL DECREASED,12,2025q2,32819,1745,12399810
METFORMIN,DRUG LEVEL INCREASED,17,2025q2,32819,2111,12399810
METFORMIN,DRUG RESISTANCE,6,2025q2,32819,3318,12399810
METFORMIN,DRUG SCREEN FALSE POSITIVE,1,2025q2,32819,219,12399810
METFORMIN,DRUG SCREEN NEGATIVE,1,2025q2,32819,93,12399810
METFORMIN,DRUG SPECIFIC ANTIBODY PRESENT,4,2025q2,32819,782,12399810
METFORMIN,DRUG TITRATION ERROR,1,2025q2,32819,512,12399810
METFORMIN,DRUG TOLERANCE DECREASED,15,2025q2,32819,6678,12399810
METFORMIN,DRUG WITHDRAWAL SYNDROME,5,2025q2,32819,1532,12399810
METFORMIN,DRUG-INDUCED LIVER INJURY,5,2025q2,32819,14449,12399810
METFORMIN,DRY AGE-RELATED MACULAR DEGENERATION,1,2025q2,32819,173,12399810
METFORMIN,DRY EYE,20,2025q2,32819,6887,12399810
METFORMIN,DRY MOUTH,28,2025q2,32819,38322,12399810
METFORMIN,DRY SKIN,37,2025q2,32819,13215,12399810
METFORMIN,DRY THROAT,4,2025q2,32819,843,12399810
METFORMIN,DUODENAL PERFORATION,3,2025q2,32819,93,12399810
METFORMIN,DUODENAL POLYP,1,2025q2,32819,97,12399810
METFORMIN,DUODENAL ULCER,1,2025q2,32819,591,12399810
METFORMIN,DUODENAL ULCER HAEMORRHAGE,1,2025q2,32819,87,12399810
METFORMIN,DUODENITIS,4,2025q2,32819,324,12399810
METFORMIN,DUST ALLERGY,22,2025q2,32819,2392,12399810
METFORMIN,DYSAESTHESIA,2,2025q2,32819,485,12399810
METFORMIN,DYSARTHRIA,33,2025q2,32819,4169,12399810
METFORMIN,DYSCHEZIA,4,2025q2,32819,651,12399810
METFORMIN,DYSENTERY,1,2025q2,32819,83,12399810
METFORMIN,DYSGEUSIA,53,2025q2,32819,5657,12399810
METFORMIN,DYSGRAPHIA,1,2025q2,32819,529,12399810
METFORMIN,DYSKINESIA,19,2025q2,32819,3652,12399810
METFORMIN,DYSLIPIDAEMIA,8,2025q2,32819,1178,12399810
METFORMIN,DYSMENORRHOEA,2,2025q2,32819,480,12399810
METFORMIN,DYSPAREUNIA,1,2025q2,32819,139,12399810
METFORMIN,DYSPEPSIA,101,2025q2,32819,36603,12399810
METFORMIN,DYSPHAGIA,47,2025q2,32819,10251,12399810
